iata,ident,name,latitude,longitude,iso_country,city
UKT,KUKT,Quakertown Airport,40.4352,-75.381897,US,Quakertown
ULM,KULM,New Ulm Municipal Airport,44.319599151611,-94.502296447754,US,New Ulm
ATO,KUNI,Ohio University Airport,39.211839,-82.22949,US,Albany
UNU,KUNU,Dodge County Airport,43.42660141,-88.70320129,US,Juneau
SCE,KUNV,University Park Airport,40.849374,-77.84852,US,State College
UOS,KUOS,Franklin County Airport,35.205101013184,-85.898101806641,US,Sewanee
UOX,KUOX,University Oxford Airport,34.384300231934,-89.536796569824,US,Oxford
KUP,KUP,Kupiano Airport,-10.0736,148.218,PG,Kupiano
UTM,KUTA,Tunica Municipal Airport,34.680999755859,-90.346702575684,US,Tunica
HTV,KUTS,Huntsville Regional Airport,30.7469005585,-95.5871963501,US,Huntsville
NPT,KUUU,Newport State Airport,41.532398,-71.281502,US,Newport
UVA,KUVA,Garner Field,29.2112998962,-99.743598938,US,Uvalde
KUX,KUX,Kuyol Airport,-5.37236111111,141.623888889,PG,
RKH,KUZA,Rock Hill - York County Airport,34.9878006,-81.05719757,US,Rock Hill
VAD,KVAD,Moody Air Force Base,30.9678001404,-83.1930007935,US,Valdosta
LLY,KVAY,South Jersey Regional Airport,39.942902,-74.845703,US,Lumberton
VBG,KVBG,Vandenberg Space Force Base,34.737301,-120.584,US,Lompoc
VCT,KVCT,Victoria Regional Airport,28.8526000976562,-96.9185028076172,US,Victoria
VCV,KVCV,Southern California Logistics Airport,34.5974998474,-117.383003235,US,Victorville
VDI,KVDI,Vidalia Regional Airport,32.192699432373,-82.371200561523,US,Vidalia
KVE,KVE,Kitava Airport,-8.6285,151.327,PG,Kitava Island
VEL,KVEL,Vernal Regional Airport,40.440899,-109.510002,US,Vernal
VGT,KVGT,North Las Vegas Metropolitan International Airport,36.210701,-115.194,US,Las Vegas
VHN,KVHN,Culberson County Airport,31.057800292969,-104.78399658203,US,Van Horn
VIH,KVIH,Rolla National Airport,38.1273994446,-91.7695007324,US,Rolla/Vichy
VIS,KVIS,Visalia Municipal Airport,36.318699,-119.392998,US,Visalia
VJI,KVJI,Virginia Highlands Airport,36.687099,-82.033302,US,Abingdon
VKS,KVKS,Vicksburg Municipal Airport,32.23929977417,-90.928398132324,US,Vicksburg
VLA,KVLA,Vandalia Municipal Airport,38.991500854492,-89.166198730469,US,Vandalia
VLD,KVLD,Valdosta Regional Airport,30.7824993133545,-83.2767028808594,US,Valdosta
VNC,KVNC,Venice Municipal Airport,27.071599960327,-82.440299987793,US,Venice
VNY,KVNY,Van Nuys Airport,34.209800720215,-118.48999786377,US,Van Nuys
VOK,KVOK,Volk Field,43.938999176025,-90.253402709961,US,Camp Douglas
VPS,KVPS,Destin-Fort Walton Beach Airport,30.4832,-86.525398,US,Valparaiso
VPZ,KVPZ,Porter County Municipal Airport,41.45399857,-87.00710297,US,Valparaiso
VQQ,KVQQ,Cecil Airport,30.2187004089,-81.876701355,US,Jacksonville
VRB,KVRB,Vero Beach Regional Airport,27.6556,-80.417901,US,Vero Beach
VSF,KVSF,Hartness State Airport,43.343601,-72.517303,US,North Springfield
VTN,KVTN,Miller Field,42.856211,-100.549192,US,Valentine
VYS,KVYS,Illinois Valley Regional Airport-Walter A Duncan Field,41.351898,-89.153099,US,Peru
GTY,KW05,Gettysburg Regional Airport,39.841222,-77.274699,US,Gettysburg
SQV,KW28,Sequim Valley Airport,48.098098754883,-123.18699645996,US,Sequim
PGC,KW99,Grant County Airport,38.9948997498,-79.1458969116,US,Petersburg
WAL,KWAL,Wallops Flight Facility Airport,37.940813,-75.462255,US,Wallops Island
WAY,KWAY,Greene County Airport,39.90112,-80.130733,US,Waynesburg
WBW,KWBW,Wilkes Barre Wyoming Valley Airport,41.2971992493,-75.8511962891,US,Wilkes-Barre
WDG,KWDG,Enid Woodring Regional Airport,36.3791999817,-97.7910995483,US,Enid
WDR,KWDR,Barrow County Airport,33.98289871,-83.66739655,US,Winder
KWF,KWF,Waterfall Seaplane Base,55.296299,-133.242996,US,Waterfall
WHP,KWHP,Whiteman Airport,34.2593,-118.413002,US,Pacoima
WJF,KWJF,General William J Fox Airfield,34.7411,-118.219002,US,Lancaster
WLD,KWLD,Strother Field,37.168598,-97.037598,US,Winfield / Arkansas City
WLW,KWLW,Willows Glenn County Airport,39.51639938,-122.2180023,US,Willows
WMC,KWMC,Winnemucca Municipal Airport,40.8965988159,-117.805999756,US,Winnemucca
KWP,KWP,West Point Village Seaplane Base,57.7700996399,-153.548995972,US,West Point
WRB,KWRB,Robins Air Force Base,32.640099,-83.591904,US,Warner Robins
WRI,KWRI,Mc Guire Air Force Base,40.0155983,-74.59169769,US,Wrightstown
WRL,KWRL,Worland Municipal Airport,43.965698,-107.950996,US,Worland
WST,KWST,Westerly State Airport,41.3496017456,-71.8033981323,US,Westerly
WVI,KWVI,Watsonville Municipal Airport,36.9356994629,-121.790000916,US,Watsonville
WVL,KWVL,Waterville Robert Lafleur Airport,44.5331993103,-69.6754989624,US,Waterville
WWD,KWWD,Cape May County Airport,39.0084991455,-74.9083023071,US,Wildwood
WWR,KWWR,West Woodward Airport,36.438,-99.5226667,US,Woodward
KWY,KWY,Kiwayu Airport,-1.96055996417999,41.2975006103516,KE,Kiwayu
WYS,KWYS,Yellowstone Airport,44.68840027,-111.1179962,US,West Yellowstone
KYO,KX39,Tampa North Aero Park Airport,28.2213001251,-82.37449646,US,Tampa
KXA,KXA,Kasaan Seaplane Base,55.537399292,-132.397994995,US,Kasaan
XNA,KXNA,Northwest Arkansas Regional Airport,36.281898,-94.306801,US,Fayetteville/Springdale/Rogers
WBK,KY31,West Branch Community Airport,44.244801,-84.179802,US,West Branch
YIP,KYIP,Willow Run Airport,42.23789978,-83.53040314,US,Detroit
YKM,KYKM,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,US,Yakima
YKN,KYKN,Chan Gurney Municipal Airport,42.916698455811,-97.385902404785,US,Yankton
YNG,KYNG,Youngstown Warren Regional Airport,41.26070023,-80.67910004,US,Youngstown/Warren
BXY,KZ-0067,Krainiy Airport,45.621994,63.210773,KZ,Baikonur
USJ,KZ-0082,Usharal Airport,46.190767,80.830922,KZ,Usharal
ATX,KZ-ATX,Atbasar Airport,51.852306,68.366892,KZ,Atbasar
KZB,KZB,Zachar Bay Seaplane Base,57.553001,-153.746052,US,Zachar Bay
KZF,KZF,Kaintiba Airport,-7.50025,146.033833333,PG,Kaintiba
ZPH,KZPH,Zephyrhills Municipal Airport,28.228201,-82.155899,US,Zephyrhills
ZZV,KZZV,Zanesville Municipal Airport,39.9444007874,-81.8920974731,US,Zanesville
LAC,LAC,Layang-Layang Airport,7.37157,113.844002,MY,Pulau Layang-Layang (Swallow Reef)
KFZ,LAKU,Kukës International Airport,42.035802,20.415955,AL,Kukës
TIA,LATI,Tirana International Airport Mother Teresa,41.4146995544,19.7206001282,AL,Tirana
BOJ,LBBG,Burgas Airport,42.5695991516113,27.5151996612549,BG,Burgas
GOZ,LBGO,Gorna Oryahovitsa Airport,43.151402,25.7129,BG,Gorna Oryahovitsa
LBH,LBH,Palm Beach Seaplane Base,-33.5871,151.3234,AU,Sydney
LBM,LBM,Luabo Airport,-18.4139,36.1068,MZ,Luabo
PDV,LBPD,Plovdiv International Airport,42.067799,24.8508,BG,Plovdiv
ROU,LBRS,Ruse Airport,43.694801,26.0567,BG,Shtraklevo
SOF,LBSF,Sofia Airport,42.6966934204102,23.4114360809326,BG,Sofia
SZR,LBSZ,Stara Zagora Airport,42.3766667,25.655,BG,Stara Zagora
VAR,LBWN,Varna Airport,43.232101,27.8251,BG,Varna
ECN,LCEN,Nicosia (Lefkoşa) Ercan International Airport,35.152337,33.506584,CY,Tymbou (Kirklar)
LCA,LCLK,Larnaca International Airport,34.875099,33.624901,CY,Larnaca
LCP,LCP,Loncopue Airport,-38.081902,-70.643898,AR,Loncopue
PFO,LCPH,Paphos International Airport,34.717999,32.485699,CY,Paphos
AKT,LCRA,RAF Akrotiri,34.590401,32.9879,CY,Akrotiri
DBV,LDDU,Dubrovnik Airport,42.5614013671875,18.2681999206543,HR,Dubrovnik
LSZ,LDLO,Lošinj Island Airport,44.5657997131,14.3930997849,HR,Lošinj
OSI,LDOS,Osijek Airport,45.4627,18.8102,HR,Osijek
PUY,LDPL,Pula Airport,44.8935012817383,13.9222002029419,HR,Pula
RJK,LDRI,Rijeka Airport,45.2168998718262,14.5703001022339,HR,Rijeka
BWK,LDSB,Brač Airport,43.285702,16.679701,HR,Bol
SPU,LDSP,Split Airport,43.5388984680176,16.2980003356934,HR,Split
LDW,LDW,Lansdowne Airport,-17.6128,126.743,AU,Lansdowne Station
ZAG,LDZA,Zagreb Airport,45.7429008484,16.0687999725,HR,Zagreb
ZAD,LDZD,Zadar Airport,44.108299,15.3467,HR,Zemunik (Zadar)
ABC,LEAB,Albacete Airport / Los Llanos Air Base,38.948502,-1.86352,ES,Albacete
ALC,LEAL,Alicante-Elche Miguel Hernández Airport,38.2822,-0.558156,ES,Alicante
LEI,LEAM,Almería Airport,36.843899,-2.3701,ES,Almería
OVD,LEAS,Asturias Airport,43.563599,-6.03462,ES,Ranón
ODB,LEBA,Córdoba Airport,37.841999,-4.84888,ES,Córdoba
BIO,LEBB,Bilbao Airport,43.301102,-2.91061,ES,Bilbao
RGS,LEBG,Burgos Airport,42.357601,-3.62076,ES,Burgos
BCN,LEBL,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846,ES,Barcelona
BJZ,LEBZ,Badajoz Airport,38.8913,-6.82133,ES,Badajoz
CDT,LECH,Castellón-Costa Azahar Airport,40.213889,0.073333,ES,Castellón de la Plana
LCG,LECO,A Coruña Airport,43.302101,-8.37726,ES,Culleredo
ECV,LECU,Madrid-Cuatro Vientos Airport,40.370701,-3.78514,ES,Madrid
ILD,LEDA,Lleida-Alguaire Airport,41.728185,0.535023,ES,Lleida
GRO,LEGE,Girona-Costa Brava Airport,41.904639,2.761774,ES,Girona
GRX,LEGR,F.G.L. Airport Granada-Jaén Airport,37.188702,-3.77736,ES,Granada
HSK,LEHC,Huesca-Pirineos Airport,42.076099,-0.316667,ES,Monflorite/Alcalá del Obispo
IBZ,LEIB,Ibiza Airport,38.872898,1.37312,ES,Ibiza (Eivissa)
XRY,LEJR,Jerez Airport,36.744598,-6.06011,ES,Jerez de la Frontera
MJV,LELC,San Javier Airport,37.775002,-0.812389,ES,San Javier
QSA,LELL,Sabadell Airfield,41.520901,2.10508,ES,Sabadell
LEN,LELN,León Airport,42.589001,-5.65556,ES,León
RJL,LELO,Logroño-Agoncillo Airport,42.460953,-2.322235,ES,Logroño
MAD,LEMD,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,ES,Madrid
AGP,LEMG,Málaga-Costa del Sol Airport,36.6749,-4.49911,ES,Málaga
MAH,LEMH,Menorca Airport,39.862598,4.21865,ES,Mahón (Maó)
RMU,LEMI,Región de Murcia International Airport,37.803,-1.125,ES,Corvera
OZP,LEMO,Moron Air Base,37.1749000549316,-5.61594009399414,ES,Morón
LEO,LEO,Lekoni Airport,-1.5724,14.2878,GA,Lekoni
PMI,LEPA,Palma de Mallorca Airport,39.551701,2.73881,ES,Palma de Mallorca
PNA,LEPP,Pamplona Airport,42.77,-1.64633,ES,Pamplona
CQM,LERL,Ciudad Real International Airport,38.856479,-3.969944,ES,Ciudad Real
REU,LERS,Reus Airport,41.1474,1.16717,ES,Reus
ROZ,LERT,Rota Naval Station Airport,36.645198822,-6.34946012497,ES,Rota
SLM,LESA,Salamanca Airport,40.952099,-5.50199,ES,Salamanca
EAS,LESO,San Sebastián Airport,43.356499,-1.79061,ES,Hondarribia
SCQ,LEST,Santiago-Rosalía de Castro Airport,42.896301,-8.41514,ES,Santiago de Compostela
LEU,LESU,Pirineus - la Seu d'Urgel Airport,42.3386,1.40917,ES,La Seu d'Urgell Pyrenees and Andorra
TEV,LETL,Teruel Airport,40.410269,-1.217366,ES,Teruel
TOJ,LETO,Madrid–Torrejón Airport / Torrejón Air Base,40.487875,-3.456808,ES,Madrid
VLC,LEVC,Valencia Airport,39.4893,-0.481625,ES,Valencia
VLL,LEVD,Valladolid Airport,41.7061,-4.85194,ES,Valladolid
VIT,LEVT,Vitoria Airport,42.882801,-2.72447,ES,Alava
VGO,LEVX,Vigo Airport,42.2318,-8.62677,ES,Vigo
SDR,LEXJ,Seve Ballesteros-Santander Airport,43.427101,-3.82001,ES,Santander
ZAZ,LEZG,Zaragoza Airport,41.666199,-1.04155,ES,Zaragoza
SVQ,LEZL,Sevilla Airport,37.417999,-5.89311,ES,Sevilla
DPE,LFAB,St Aubin Airport,49.8824996948242,1.08527994155884,FR,Dieppe
CQF,LFAC,Calais-Dunkerque Airport,50.962101,1.95476,FR,Marck
BYF,LFAQ,Albert-Bray Airport,49.9715003967,2.69765996933,FR,Albert/Bray
LTQ,LFAT,Le Touquet-Côte d'Opale Airport,50.5173988342285,1.62058997154236,FR,Le Touquet-Paris-Plage
AGF,LFBA,Agen-La Garenne Airport,44.1747016906738,0.590556025505066,FR,Agen/La Garenne
BOD,LFBD,Bordeaux-Mérignac Airport,44.8283,-0.715556,FR,Bordeaux/Mérignac
EGC,LFBE,Bergerac-Roumanière Airport,44.8252983093262,0.518611013889313,FR,Bergerac/Roumanière
CNG,LFBG,Cognac-Châteaubernard (BA 709) Air Base,45.6582984924316,-0.317499995231628,FR,Cognac/Châteaubernard
LRH,LFBH,La Rochelle-Île de Ré Airport,46.17919921875,-1.19527995586395,FR,La Rochelle/Île de Ré
PIS,LFBI,Poitiers-Biard Airport,46.5876998901367,0.306665986776352,FR,Poitiers/Biard
MCU,LFBK,Montluçon-Guéret Airport,46.222599029541,2.3639600276947,FR,Montluçon/Guéret
LIG,LFBL,Limoges Airport,45.8628005981445,1.17944002151489,FR,Limoges/Bellegarde
NIT,LFBN,Niort-Souché Airport,46.313477,-0.394529,FR,Niort/Souché
TLS,LFBO,Toulouse-Blagnac Airport,43.629101,1.36382,FR,Toulouse/Blagnac
PUF,LFBP,Pau Pyrénées Airport,43.3800010681152,-0.418610990047455,FR,Pau/Pyrénées (Uzein)
LDE,LFBT,Tarbes-Lourdes-Pyrénées Airport,43.1786994934082,-0.006438999902457,FR,Tarbes/Lourdes/Pyrénées
ANG,LFBU,Angoulême-Brie-Champniers Airport,45.729198,0.221456,FR,Angoulême/Brie/Champniers
PGX,LFBX,Périgueux-Bassillac Airport,45.1981010437012,0.815555989742279,FR,Périgueux/Bassillac
BIQ,LFBZ,Biarritz-Anglet-Bayonne Airport,43.4683333,-1.5311111,FR,Biarritz/Anglet/Bayonne
ZAO,LFCC,Aérodrome de Cahors-Lalbenque,44.351398,1.47528,FR,Cahors/Lalbenque
LBI,LFCI,Albi-Le Séquestre Airport,43.9138984680176,2.11305999755859,FR,Albi/Le Séquestre
DCM,LFCK,Castres-Mazamet Airport,43.5563011169434,2.2891800403595,FR,Castres/Mazamet
RDZ,LFCR,Rodez-Marcillac Airport,44.407901763916,2.48267006874084,FR,Rodez/Marcillac
RYN,LFCY,Royan-Médis Airport,45.628101348877,-0.972500026226044,FR,Royan/Médis
RCO,LFDN,Rochefort-Saint-Agnant (BA 721) Airport,45.8877983093262,-0.983056008815765,FR,Rochefort/Saint-Agnant
BIC,LFEA,Aérodrome de Belle Île,47.325256,-3.201255,FR,Bangor
OUI,LFEC,Ouessant Airport,48.4632,-5.06358,FR,Ushant
IDY,LFEY,Île d'Yeu Airport,46.7186012268066,-2.39110994338989,FR,Île d'Yeu
CMR,LFGA,Colmar-Houssen Airport,48.1099014282227,7.35901021957397,FR,Colmar/Houssen
DLE,LFGJ,Dole-Tavaux Airport,47.042686,5.435063,FR,Dole/Tavaux
MVV,LFHM,Megève Altiport,45.823005,6.649406,FR,Megève
OBS,LFHO,Aubenas-Ardèche Méridional Airport,44.544203,4.372192,FR,Aubenas/Ardèche Méridional
LPY,LFHP,Le Puy-Loudes Airfield,45.0807,3.76289,FR,Le Puy/Loudes
AHZ,LFHU,Altiport L'Alpe d'Huez - Henri GIRAUD,45.087399,6.083604,FR,L'Alpe d'Huez
ETZ,LFJL,Metz-Nancy-Lorraine Airport,48.9821014404,6.25131988525,FR,Metz / Nancy
ANE,LFJR,Angers-Loire Airport,47.560299,-0.312222,FR,TFFR
BIA,LFKB,Bastia-Poretta Airport,42.5527000427246,9.48373031616211,FR,Bastia/Poretta
CLY,LFKC,Calvi-Sainte-Catherine Airport,42.5244444,8.7930556,FR,Calvi/Sainte-Catherine
FSC,LFKF,Figari Sud-Corse Airport,41.500599,9.09778,FR,Figari Sud-Corse
AJA,LFKJ,Ajaccio-Napoléon Bonaparte Airport,41.9235992431641,8.8029203414917,FR,Ajaccio/Napoléon Bonaparte
PRP,LFKO,Propriano Airport,41.6605987548828,8.88974952697754,FR,Propriano
SOZ,LFKS,Solenzara (BA 126) Air Base,41.9244003295898,9.4060001373291,FR,Solenzara
MFX,LFKX,Méribel Altiport,45.407505,6.577597,FR,Les Allues
AUF,LFLA,Auxerre-Branches Airport,47.8502006530762,3.49710988998413,FR,Auxerre/Branches
CMF,LFLB,Chambéry-Savoie Airport,45.6380996704102,5.88022994995117,FR,Chambéry/Aix-les-Bains
CFE,LFLC,Clermont-Ferrand Auvergne Airport,45.7867012024,3.1691699028,FR,Clermont-Ferrand/Auvergne
BOU,LFLD,Bourges Airport,47.0581016540527,2.37028002738953,FR,Bourges
CVF,LFLJ,Courchevel Altiport,45.397531,6.63498,FR,Saint-Bon
LYS,LFLL,Lyon Saint-Exupéry Airport,45.725556,5.081111,FR,Lyon
SYT,LFLN,Saint-Yan Airport,46.4124984741211,4.01325988769531,FR,Saint-Yan
RNE,LFLO,Roanne-Renaison Airport,46.0583000183105,4.00138998031616,FR,Roanne/Renaison
NCY,LFLP,Annecy-Haute-Savoie-Mont Blanc Airport,45.9308333,6.1063889,FR,Annecy/Meythet
GNB,LFLS,Grenoble-Isère Airport,45.3629,5.32937,FR,Saint-Étienne-de-Saint-Geoirs
VAF,LFLU,Valence-Chabeuil Airport,44.9216,4.9699,FR,Valence/Chabeuil
VHY,LFLV,Vichy-Charmeil Airport,46.1697006225586,3.40373992919922,FR,Vichy/Charmeil
AUR,LFLW,Aurillac Airport,44.8913993835449,2.42194008827209,FR,Aurillac
CHR,LFLX,"Châteauroux-Déols ""Marcel Dassault"" Airport",46.860278,1.721111,FR,Châteauroux/Déols
LYN,LFLY,Lyon-Bron Airport,45.7271995544434,4.94427013397217,FR,Lyon/Bron
CEQ,LFMD,Cannes-Mandelieu Airport,43.542,6.95348,FR,Cannes
EBU,LFMH,Saint-Étienne-Bouthéon Airport,45.5405998229981,4.29639005661011,FR,Saint-Étienne/Bouthéon
CCF,LFMK,Carcassonne Airport,43.2159996032715,2.30631995201111,FR,Carcassonne/Salvaza
MRS,LFML,Marseille Provence Airport,43.439271922,5.22142410278,FR,Marseille
NCE,LFMN,Nice-Côte d'Azur Airport,43.658401,7.21587,FR,Nice
PGF,LFMP,Perpignan-Rivesaltes (Llabanère) Airport,42.7403984069824,2.87067008018494,FR,Perpignan/Rivesaltes
CTT,LFMQ,Le Castellet Airport,43.252498626709,5.78519010543823,FR,Le Castellet
BAE,LFMR,Barcelonnette - Saint-Pons Airfield,44.387198,6.609186,FR,Le Castellet
MPL,LFMT,Montpellier-Méditerranée Airport,43.5761985778809,3.96301007270813,FR,Montpellier/Méditerranée
BZR,LFMU,Béziers-Vias Airport,43.3235015869141,3.35389995574951,FR,Béziers/Vias
AVN,LFMV,Avignon-Caumont Airport,43.9072990417481,4.90183019638062,FR,Avignon/Caumont
GAT,LFNA,Gap - Tallard Airfield,44.455002,6.03778,FR,
MEN,LFNB,Mende-Brenoux Airfield,44.502102,3.53282,FR,Mende/Brénoux
SCP,LFNC,Mont-Dauphin - St-Crépin Airfield,44.701698,6.60028,FR,
BVA,LFOB,Paris Beauvais Tillé Airport,49.454399,2.11278,FR,Beauvais
EVX,LFOE,Évreux-Fauville (BA 105) Air Base,49.0287017822266,1.21985995769501,FR,Évreux/Fauville
LEH,LFOH,Le Havre-Octeville Airport,49.534038,0.088406,FR,Le Havre
XCR,LFOK,Châlons-Vatry Airport,48.773333,4.206111,FR,Vatry
LSO,LFOO,Les Sables-d'Olonne Talmont Airport,46.4768981933594,-1.72277998924255,FR,Les Sables-d'Olonne
URO,LFOP,Rouen Vallée de Seine Airport,49.386674,1.183519,FR,Boos
TUF,LFOT,Tours-Val-de-Loire Airport,47.4322013855,0.727605998516,FR,Tours/Val de Loire (Loire Valley)
CET,LFOU,Cholet Le Pontreau Airport,47.0820999145508,-0.877063989639282,FR,Cholet/Le Pontreau
LVA,LFOV,Laval-Entrammes Airport,48.0313987731934,-0.742986023426056,FR,Laval/Entrammes
ORE,LFOZ,Orléans – Saint-Denis-de-l'Hôtel Airport,47.8969,2.16333,FR,Orléans
LBG,LFPB,Paris-Le Bourget Airport,48.9693984985352,2.44139003753662,FR,Paris
CSF,LFPC,Creil Air Base,49.2535018920898,2.51914000511169,FR,Creil
CDG,LFPG,Charles de Gaulle International Airport,49.012798,2.55,FR,Paris
JDP,LFPI,Paris Issy-les-Moulineaux Heliport,48.8333015441895,2.27277994155884,FR,Issy-les-Moulineaux
TNF,LFPN,Toussus-le-Noble Airport,48.7519,2.10619,FR,Toussus-le-Noble
ORY,LFPO,Paris-Orly Airport,48.72333,2.37944,FR,Paris
POX,LFPT,Aérodrome de Pontoise - Cormeilles en Vexin,49.096667,2.040833,FR,Cormeilles-en-Vexin
VIY,LFPV,Vélizy-Villacoublay Air Base,48.774406,2.203102,FR,Vélizy-Villacoublay
NVS,LFQG,Nevers-Fourchambault Airport,47.0026016235352,3.11332988739014,FR,Nevers/Fourchambault
LIL,LFQQ,Lille-Lesquin Airport,50.563332,3.086886,FR,Lille/Lesquin
HZB,LFQT,Merville-Calonne Airport,50.6184005737305,2.64224004745483,FR,Merville/Calonne
BES,LFRB,Brest Bretagne Airport,48.4478988647461,-4.41854000091553,FR,Brest/Guipavas
CER,LFRC,Cherbourg-Maupertus Airport,49.6501007080078,-1.47028005123138,FR,Cherbourg/Maupertus
DNR,LFRD,Dinard-Pleurtuit-Saint-Malo Airport,48.5876998901367,-2.07996010780334,FR,Dinard/Pleurtuit/Saint-Malo
LBY,LFRE,La Baule-Escoublac Airport,47.2893981933594,-2.34639000892639,FR,La Baule-Escoublac
GFR,LFRF,Granville Airport,48.8830986022949,-1.56417000293732,FR,Granville
DOL,LFRG,Deauville-Saint-Gatien Airport,49.365299,0.154306,FR,Deauville
LRT,LFRH,Lorient South Brittany (Bretagne Sud) Airport,47.7606010437012,-3.44000005722046,FR,Lorient/Lann/Bihoué
EDM,LFRI,La Roche-sur-Yon Airport,46.7019004821777,-1.37863004207611,FR,La Roche-sur-Yon/Les Ajoncs
LDV,LFRJ,Landivisiau Air Base,48.5303001403809,-4.15163993835449,FR,Landivisiau
CFR,LFRK,Caen-Carpiquet Airport,49.173302,-0.45,FR,Caen/Carpiquet
LME,LFRM,Le Mans-Arnage Airport,47.948600769043,0.201666995882988,FR,Le Mans/Arnage
RNS,LFRN,Rennes-Saint-Jacques Airport,48.0695,-1.73479,FR,Rennes/Saint-Jacques
LAI,LFRO,Lannion-Côte de Granit Airport,48.754398,-3.47166,FR,Lannion
UIP,LFRQ,Quimper-Cornouaille Airport,47.9749984741211,-4.16778993606567,FR,Quimper/Pluguffan
NTE,LFRS,Nantes Atlantique Airport,47.1531982422,-1.61073005199,FR,Nantes
SBK,LFRT,Saint-Brieuc-Armor Airport,48.5378,-2.85444,FR,Saint-Brieuc/Armor
MXN,LFRU,Morlaix-Ploujean Airport,48.6031990051,-3.81577992439,FR,Morlaix/Ploujean
VNE,LFRV,Vannes-Meucon Airport,47.7233009338379,-2.71855998039246,FR,Vannes/Meucon
SNR,LFRZ,Saint-Nazaire-Montoir Airport,47.3105556,-2.1566667,FR,Saint-Nazaire/Montoir
BSL,LFSB,EuroAirport Basel-Mulhouse-Freiburg Airport,47.59,7.529167,FR,Bâle/Mulhouse
DIJ,LFSD,Dijon-Bourgogne Airport,47.268902,5.09,FR,Dijon/Longvic
EPL,LFSG,Épinal-Mirecourt Airport,48.325001,6.06998,FR,Épinal/Mirecourt
BVE,LFSL,Brive-Souillac,45.039722,1.485556,FR,Brive la Gaillarde
ENC,LFSN,Nancy-Essey Airport,48.6921005249023,6.23046016693115,FR,Nancy/Essey
SXB,LFST,Strasbourg Airport,48.5382995605469,7.62823009490967,FR,Strasbourg
TLN,LFTH,Toulon-Hyères Airport,43.0973014832,6.14602994919,FR,Toulon/Hyères/Le Palyvestre
RZV,LFTO,Rize–Artvin Airport,41.179625,40.850796,TR,Rize
FNI,LFTW,Nîmes-Arles-Camargue Airport,43.7574005126953,4.4163498878479,FR,Nîmes/Garons
LTT,LFTZ,La Môle Airport,43.205399,6.482,FR,La Môle
MQC,LFVM,Miquelon Airport,47.095501,-56.380299,PM,Miquelon
FSP,LFVP,St Pierre Airport,46.7629013061523,-56.1730995178223,PM,Saint-Pierre
PYR,LGAD,Andravida Air Base,37.9207,21.292601,GR,Andravida
AXD,LGAL,Alexandroupoli Democritus Airport,40.8559,25.956301,GR,Alexandroupolis
ATH,LGAV,Athens Eleftherios Venizelos International Airport,37.936401,23.9445,GR,Athens
VOL,LGBL,Nea Anchialos National Airport,39.219601,22.7943,GR,Nea Anchialos
LGE,LGE,Mulan Airport,-20.1089,127.619,AU,Lake Gregory
JKH,LGHI,Chios Island National Airport,38.3432006835937,26.1406002044678,GR,Chios Island
JIK,LGIK,Ikaria Airport,37.6827011108,26.3470993042,GR,Ikaria Island
IOA,LGIO,Ioannina Airport,39.6963996887207,20.8225002288818,GR,Ioannina
HER,LGIR,Heraklion International Nikos Kazantzakis Airport,35.3396987915,25.1802997589,GR,Heraklion
KSO,LGKA,Kastoria National Airport Aristotle,40.446301,21.2822,GR,Argos Orestiko
KIT,LGKC,Kithira Airport,36.2742996216,23.0170001984,GR,Kithira Island
EFL,LGKF,Kefallinia Airport,38.1200981140137,20.5004997253418,GR,Kefallinia Island
KZS,LGKJ,Kastelorizo Airport,36.1417007446,29.5764007568,GR,Kastelorizo Island
KLX,LGKL,Kalamata Airport,37.0682983398437,22.0254993438721,GR,Kalamata
KGS,LGKO,Kos Airport,36.7933006286621,27.0916996002197,GR,Kos Island
AOK,LGKP,Karpathos Airport,35.4213981628418,27.1459999084473,GR,Karpathos Island
CFU,LGKR,Ioannis Kapodistrias International Airport,39.6018981933594,19.9116992950439,GR,Kerkyra Island
KSJ,LGKS,Kasos Airport,35.4213981628,26.9099998474,GR,Kasos Island
KVA,LGKV,Kavala Alexander the Great International Airport,40.9133,24.6192,GR,Kavala
JKL,LGKY,Kalymnos Airport,36.9632987976,26.9405994415,GR,Kalymnos Island
KZI,LGKZ,Kozani State Airport Filippos,40.286098,21.840799,GR,Kozani
LRS,LGLE,Leros Airport,37.184898,26.800301,GR,Leros Island
LXS,LGLM,Limnos Airport,39.917098999,25.2362995148,GR,Limnos Island
LRA,LGLR,Larissa Air Base,39.650253,22.4655,GR,Larissa
JMK,LGMK,Mikonos Airport,37.4351005554199,25.3481006622314,GR,Mykonos Island
MLO,LGML,Milos Airport,36.696899,24.4769,GR,Milos Island
MJT,LGMT,Mytilene International Airport,39.0567016602,26.5983009338,GR,Mytilene
LGN,LGN,Linga Linga Airport,-5.53194444444,149.734166667,PG,Linga Linga
JNX,LGNX,Naxos Apollon Airport,37.0811,25.368099,GR,Naxos
LGP,LGP,Bicol International Airport,13.111915,123.676829,PH,Daraga
PAS,LGPA,Paros National Airport,37.020495,25.113195,GR,Paros
JTY,LGPL,Astypalaia Airport,36.5798988342,26.3757991791,GR,Astypalaia Island
